time,voltage,voltage,current,current
4.5e-05,0.0844464,0.1566024,6.2641e-06,2.4105e-06
4.6e-05,0.0831308,0.1558861,6.2354e-06,2.3902e-06
4.7e-05,0.0818153,0.1551698,6.2068e-06,2.3699e-06
4.8e-05,0.0804998,0.1544535,6.1781e-06,2.3495e-06
4.9e-05,0.0791842,0.1537372,6.1495e-06,2.3292e-06
5e-05,0.0778687,0.1530209,6.1208e-06,2.3089e-06
5.1e-05,0.0765532,0.1523046,6.0922e-06,2.2886e-06
5.2e-05,0.0752376,0.1515883,6.0635e-06,2.2683e-06
5.3e-05,0.0739221,0.150872,6.0349e-06,2.2479e-06
5.4e-05,0.0726065,0.1501557,6.0062e-06,2.2276e-06
5.5e-05,0.071291,0.1494394,5.9776e-06,2.2073e-06
5.6e-05,0.0699755,0.1487231,5.9489e-06,2.187e-06
5.7e-05,0.0686599,0.1480068,5.9203e-06,2.1667e-06
5.8e-05,0.0673444,0.1472905,5.8916e-06,2.1463e-06
5.9e-05,0.0660289,0.1465742,5.863e-06,2.126e-06
6e-05,0.0647133,0.1458579,5.8343e-06,2.1057e-06
6.1e-05,0.0633978,0.1451416,5.8057e-06,2.0854e-06
6.2e-05,0.0620822,0.1444253,5.777e-06,2.0651e-06
6.3e-05,0.0607667,0.143709,5.7484e-06,2.0448e-06
6.4e-05,0.0594512,0.1429927,5.7197e-06,2.0244e-06
6.5e-05,0.0581356,0.1422764,5.6911e-06,2.0041e-06
6.6e-05,0.0568201,0.1415601,5.6624e-06,1.9838e-06
6.7e-05,0.0555046,0.1408438,5.6338e-06,1.9635e-06
6.8e-05,0.054189,0.1401276,5.6051e-06,1.9432e-06
6.9e-05,0.0528735,0.1394113,5.5765e-06,1.9228e-06
7e-05,0.051558,0.138695,5.5478e-06,1.9025e-06
7.1e-05,0.0502424,0.1379787,5.5191e-06,1.8822e-06
7.2e-05,0.0489269,0.1372624,5.4905e-06,1.8619e-06
7.3e-05,0.0476113,0.1365461,5.4618e-06,1.8416e-06
7.4e-05,0.0462958,0.1358298,5.4332e-06,1.8213e-06
7.5e-05,0.0449803,0.1351135,5.4045e-06,1.8009e-06
7.6e-05,0.0436647,0.1343972,5.3759e-06,1.7806e-06
7.7e-05,0.0423492,0.1336809,5.3472e-06,1.7603e-06
7.8e-05,0.0410337,0.1329646,5.3186e-06,1.74e-06
7.9e-05,0.0397181,0.1322483,5.2899e-06,1.7197e-06
8e-05,0.0384026,0.131532,5.2613e-06,1.6993e-06
8.1e-05,0.037087,0.1308157,5.2326e-06,1.679e-06
8.2e-05,0.0357715,0.1300994,5.204e-06,1.6587e-06
8.3e-05,0.034456,0.1293831,5.1753e-06,1.6384e-06
8.4e-05,0.0331404,0.1286668,5.1467e-06,1.6181e-06
8.5e-05,0.0318249,0.1279505,5.118e-06,1.5978e-06
8.6e-05,0.0305094,0.1272342,5.0894e-06,1.5774e-06
8.7e-05,0.0291938,0.1265179,5.0607e-06,1.5571e-06
8.8e-05,0.0278783,0.1258016,5.0321e-06,1.5368e-06
8.9e-05,0.0265627,0.1250853,5.0034e-06,1.5165e-06
9e-05,0.0252472,0.124369,4.9748e-06,1.4962e-06
9.1e-05,0.0239317,0.1236527,4.9461e-06,1.4758e-06
9.2e-05,0.0226161,0.1229364,4.9175e-06,1.4555e-06
9.3e-05,0.0213006,0.1222202,4.8888e-06,1.4352e-06
9.4e-05,0.0199851,0.1215039,4.8602e-06,1.4149e-06
9.5e-05,0.0186695,0.1207876,4.8315e-06,1.3946e-06
9.6e-05,0.017354,0.1200713,4.8029e-06,1.3743e-06
9.7e-05,0.0167293,0.1195086,4.7803e-06,1.3624e-06
9.8e-05,0.0162535,0.118979,4.7592e-06,1.3523e-06
9.9e-05,0.0157778,0.1184494,4.738e-06,1.3423e-06
0.0001,0.0153021,0.1179198,4.7168e-06,1.3322e-06
0.000101,0.0148264,0.1173902,4.6956e-06,1.3222e-06
0.000102,0.0143507,0.1168607,4.6744e-06,1.3121e-06
0.000103,0.013875,0.1163311,4.6532e-06,1.3021e-06
0.000104,0.0133993,0.1158015,4.6321e-06,1.292e-06
0.000105,0.0129236,0.1152719,4.6109e-06,1.282e-06
0.000106,0.0124479,0.1147423,4.5897e-06,1.2719e-06
0.000107,0.0119722,0.1142128,4.5685e-06,1.2618e-06
0.000108,0.0114964,0.1136832,4.5473e-06,1.2518e-06
0.000109,0.0110412,0.1131598,4.5264e-06,1.242e-06
0.00011,0.0106874,0.1126672,4.5067e-06,1.2335e-06
0.000111,0.0103337,0.1121746,4.487e-06,1.2251e-06
0.000112,0.00998,0.111682,4.4673e-06,1.2166e-06
0.000113,0.0096263,0.1111894,4.4476e-06,1.2082e-06
0.000114,0.0092725,0.1106968,4.4279e-06,1.1997e-06
0.000115,0.0089188,0.1102042,4.4082e-06,1.1912e-06
0.000116,0.0085651,0.1097116,4.3885e-06,1.1828e-06
0.000117,0.0082114,0.109219,4.3688e-06,1.1743e-06
0.000118,0.0078576,0.1087265,4.3491e-06,1.1658e-06
0.000119,0.0075039,0.1082339,4.3294e-06,1.1574e-06
0.00012,0.0071502,0.1077413,4.3097e-06,1.1489e-06
0.000121,0.0067965,0.1072487,4.2899e-06,1.1405e-06
0.000122,0.0064427,0.1067561,4.2702e-06,1.132e-06
0.000123,0.006089,0.1062635,4.2505e-06,1.1235e-06
0.000124,0.0057353,0.1057709,4.2308e-06,1.1151e-06
0.000125,0.0053816,0.1052783,4.2111e-06,1.1066e-06
0.000126,0.0050278,0.1047857,4.1914e-06,1.0981e-06
0.000127,0.0046741,0.1042931,4.1717e-06,1.0897e-06
0.000128,0.0043204,0.1038005,4.152e-06,1.0812e-06
0.000129,0.0039667,0.1033079,4.1323e-06,1.0727e-06
0.00013,0.0036129,0.1028154,4.1126e-06,1.0643e-06
0.000131,0.0032592,0.1023228,4.0929e-06,1.0558e-06
0.000132,0.0029055,0.1018302,4.0732e-06,1.0474e-06
0.000133,0.0025518,0.1013376,4.0535e-06,1.0389e-06
0.000134,0.002198,0.100845,4.0338e-06,1.0304e-06
0.000135,0.0020354,0.1004171,4.0167e-06,1.0245e-06
0.000136,0.0018951,0.0999968,3.9999e-06,1.0189e-06
0.000137,0.0017549,0.0995765,3.9831e-06,1.0133e-06
0.000138,0.0016146,0.0991562,3.9662e-06,1.0077e-06
0.000139,0.0014744,0.0987359,3.9494e-06,1.0021e-06
0.00014,0.0013341,0.0983156,3.9326e-06,9.964973e-07
0.000141,0.0011939,0.0978953,3.9158e-06,9.908919e-07
0.000142,0.0010536,0.097475,3.899e-06,9.852865e-07
0.000143,0.0009133971,0.0970547,3.8822e-06,9.79681e-07
0.000144,0.0007731526,0.0966344,3.8654e-06,9.740756e-07
0.000145,0.0006329082,0.0962141,3.8486e-06,9.684702e-07
0.000146,0.0004926638,0.0957938,3.8318e-06,9.628648e-07
0.000147,0.0003524193,0.0953735,3.8149e-06,9.572594e-07
0.000148,0.0002121749,0.0949532,3.7981e-06,9.516539e-07
0.000149,7.19305e-05,0.0945329,3.7813e-06,9.460485e-07
0.00015,2.7008e-06,0.0941421,3.7657e-06,9.413945e-07
0.000151,6.18893e-05,0.0937583,3.7503e-06,9.369643e-07
0.000152,0.0001210777,0.0933745,3.735e-06,9.325342e-07
0.000153,0.0001802661,0.0929907,3.7196e-06,9.28104e-07
0.000154,0.0002394545,0.0926068,3.7043e-06,9.236739e-07
0.000155,0.0002986429,0.092223,3.6889e-06,9.192438e-07
0.000156,0.0003578314,0.0918392,3.6736e-06,9.148136e-07
0.000157,0.0004170198,0.0914554,3.6582e-06,9.103835e-07
0.000158,0.0004762082,0.0910715,3.6429e-06,9.059533e-07
0.000159,0.0005353966,0.0906877,3.6275e-06,9.015232e-07
0.00016,0.000594585,0.0903039,3.6122e-06,8.97093e-07
0.000161,0.0006537735,0.0899201,3.5968e-06,8.926629e-07
0.000162,0.0007129619,0.0895362,3.5814e-06,8.882328e-07
0.000163,0.0007721503,0.0891524,3.5661e-06,8.838026e-07
0.000164,0.0008313387,0.0887686,3.5507e-06,8.793725e-07
0.000165,0.0008905272,0.0883848,3.5354e-06,8.749423e-07
0.000166,0.0009497156,0.0880009,3.52e-06,8.705122e-07
0.000167,0.0010089,0.0876171,3.5047e-06,8.660821e-07
0.000168,0.0010681,0.0872333,3.4893e-06,8.616519e-07
0.000169,0.0011273,0.0868495,3.474e-06,8.572218e-07
0.00017,0.0011865,0.0864656,3.4586e-06,8.527916e-07
0.000171,0.0012457,0.0860818,3.4433e-06,8.483615e-07
0.000172,0.0013048,0.085698,3.4279e-06,8.439314e-07
0.000173,0.001364,0.0853142,3.4126e-06,8.395012e-07
0.000174,0.0014232,0.0849303,3.3972e-06,8.350711e-07
0.000175,0.0014824,0.0845465,3.3819e-06,8.306409e-07
0.000176,0.0015416,0.0841627,3.3665e-06,8.262108e-07
0.000177,0.0016008,0.0837789,3.3512e-06,8.217806e-07
0.000178,0.00166,0.083395,3.3358e-06,8.173505e-07
0.000179,0.0017192,0.0830112,3.3204e-06,8.129204e-07
0.00018,0.0017784,0.0826274,3.3051e-06,8.084902e-07
0.000181,0.0018375,0.0822436,3.2897e-06,8.040601e-07
0.000182,0.0018967,0.0818597,3.2744e-06,7.996299e-07
0.000183,0.0019559,0.0814759,3.259e-06,7.951998e-07
0.000184,0.0020151,0.0810921,3.2437e-06,7.907697e-07
0.000185,0.0019865,0.0807615,3.2305e-06,7.877506e-07
0.000186,0.0019036,0.080464,3.2186e-06,7.856035e-07
0.000187,0.0018207,0.0801664,3.2067e-06,7.834563e-07
0.000188,0.0017379,0.0798688,3.1948e-06,7.813091e-07
0.000189,0.001655,0.0795712,3.1828e-06,7.79162e-07
0.00019,0.0015721,0.0792736,3.1709e-06,7.770148e-07
0.000191,0.0014892,0.078976,3.159e-06,7.748677e-07
0.000192,0.0014064,0.0786784,3.1471e-06,7.727205e-07
0.000193,0.0013235,0.0783808,3.1352e-06,7.705733e-07
0.000194,0.0012406,0.0780832,3.1233e-06,7.684262e-07
0.000195,0.0011577,0.0777856,3.1114e-06,7.66279e-07
0.000196,0.0010748,0.077488,3.0995e-06,7.641318e-07
0.000197,0.0009919686,0.0771904,3.0876e-06,7.619847e-07
0.000198,0.0009090922,0.0768928,3.0757e-06,7.598375e-07
0.000199,0.0008262159,0.0765953,3.0638e-06,7.576904e-07
0.0002,0.0007433395,0.0762977,3.0519e-06,7.555432e-07
0.000201,0.0006604632,0.0760001,3.04e-06,7.53396e-07
0.000202,0.0005775868,0.0757025,3.0281e-06,7.512489e-07
0.000203,0.0004947105,0.0754049,3.0162e-06,7.491017e-07
0.000204,0.0004118341,0.0751073,3.0043e-06,7.469545e-07
0.000205,0.0003289578,0.0748097,2.9924e-06,7.448074e-07
0.000206,0.0002460814,0.0745121,2.9805e-06,7.426602e-07
0.000207,0.0001632051,0.0742145,2.9686e-06,7.405131e-07
0.000208,8.03287e-05,0.0739169,2.9567e-06,7.383659e-07
0.000209,2.5476e-06,0.0736193,2.9448e-06,7.362187e-07
0.00021,8.5424e-05,0.0733217,2.9329e-06,7.340716e-07
0.000211,0.0001683003,0.0730241,2.921e-06,7.319244e-07
0.000212,0.0002511767,0.0727265,2.9091e-06,7.297772e-07
0.000213,0.000334053,0.072429,2.8972e-06,7.276301e-07
0.000214,0.0004169294,0.0721314,2.8853e-06,7.254829e-07
0.000215,0.0004998057,0.0718338,2.8734e-06,7.233357e-07
0.000216,0.0005826821,0.0715362,2.8614e-06,7.211886e-07
0.000217,0.0006655584,0.0712386,2.8495e-06,7.190414e-07
0.000218,0.0007484348,0.070941,2.8376e-06,7.168943e-07
0.000219,0.0008313111,0.0706434,2.8257e-06,7.147471e-07
0.00022,0.0009141875,0.0703458,2.8138e-06,7.125999e-07
0.000221,0.0009970638,0.0700482,2.8019e-06,7.104528e-07
0.000222,0.0010799,0.0697506,2.79e-06,7.083056e-07
0.000223,0.0011628,0.069453,2.7781e-06,7.061584e-07
0.000224,0.0012457,0.0691554,2.7662e-06,7.040113e-07
0.000225,0.0013286,0.0688578,2.7543e-06,7.018641e-07
0.000226,0.0014114,0.0685603,2.7424e-06,6.99717e-07
0.000227,0.0014943,0.0682627,2.7305e-06,6.975698e-07
0.000228,0.0015772,0.0679651,2.7186e-06,6.954226e-07
0.000229,0.0016601,0.0676675,2.7067e-06,6.932755e-07
0.00023,0.001743,0.0673699,2.6948e-06,6.911283e-07
0.000231,0.0018258,0.0670723,2.6829e-06,6.889811e-07
0.000232,0.0019087,0.0667747,2.671e-06,6.86834e-07
0.000233,0.0019916,0.0664771,2.6591e-06,6.846868e-07
0.000234,0.0020745,0.0661795,2.6472e-06,6.825397e-07
0.000235,0.0021573,0.0658819,2.6353e-06,6.803925e-07
0.000236,0.0022402,0.0655843,2.6234e-06,6.782453e-07
0.000237,0.0023231,0.0652867,2.6115e-06,6.760982e-07
0.000238,0.002406,0.0649891,2.5996e-06,6.73951e-07
0.000239,0.0024888,0.0646915,2.5877e-06,6.718038e-07
0.00024,0.0025717,0.064394,2.5758e-06,6.696567e-07
0.000241,0.0026546,0.0640964,2.5639e-06,6.675095e-07
0.000242,0.0027375,0.0637988,2.552e-06,6.653623e-07
0.000243,0.0028203,0.0635012,2.54e-06,6.632152e-07
0.000244,0.0029032,0.0632036,2.5281e-06,6.61068e-07
0.000245,0.0029861,0.062906,2.5162e-06,6.589209e-07
0.000246,0.003069,0.0626084,2.5043e-06,6.567737e-07
0.000247,0.0031518,0.0623108,2.4924e-06,6.546265e-07
0.000248,0.0032347,0.0620132,2.4805e-06,6.524794e-07
0.000249,0.0033176,0.0617156,2.4686e-06,6.503322e-07
0.00025,0.0034005,0.061418,2.4567e-06,6.48185e-07
0.000251,0.0034834,0.0611204,2.4448e-06,6.460379e-07
0.000252,0.0036039,0.0608656,2.4346e-06,6.446942e-07
0.000253,0.0037526,0.0606427,2.4257e-06,6.439532e-07
0.000254,0.0039013,0.0604199,2.4168e-06,6.432123e-07
0.000255,0.0040501,0.060197,2.4079e-06,6.424713e-07
0.000256,0.0041988,0.0599742,2.399e-06,6.417304e-07
0.000257,0.0043476,0.0597514,2.3901e-06,6.409895e-07
0.000258,0.0044963,0.0595285,2.3811e-06,6.402485e-07
0.000259,0.0046451,0.0593057,2.3722e-06,6.395076e-07
0.00026,0.0047938,0.0590829,2.3633e-06,6.387667e-07
0.000261,0.0049425,0.05886,2.3544e-06,6.380257e-07
0.000262,0.0050913,0.0586372,2.3455e-06,6.372848e-07
0.000263,0.00524,0.0584144,2.3366e-06,6.365439e-07
0.000264,0.0053888,0.0581915,2.3277e-06,6.358029e-07
0.000265,0.0055375,0.0579687,2.3187e-06,6.35062e-07
0.000266,0.0056862,0.0577459,2.3098e-06,6.34321e-07
0.000267,0.005835,0.057523,2.3009e-06,6.335801e-07
0.000268,0.0059837,0.0573002,2.292e-06,6.328392e-07
0.000269,0.0061325,0.0570774,2.2831e-06,6.320982e-07
0.00027,0.0062812,0.0568545,2.2742e-06,6.313573e-07
0.000271,0.00643,0.0566317,2.2653e-06,6.306164e-07
0.000272,0.0065787,0.0564088,2.2564e-06,6.298754e-07
0.000273,0.0067274,0.056186,2.2474e-06,6.291345e-07
0.000274,0.0068762,0.0559632,2.2385e-06,6.283935e-07
0.000275,0.0070249,0.0557403,2.2296e-06,6.276526e-07
0.000276,0.0071737,0.0555175,2.2207e-06,6.269117e-07
0.000277,0.0073224,0.0552947,2.2118e-06,6.261707e-07
0.000278,0.0074711,0.0550718,2.2029e-06,6.254298e-07
0.000279,0.0076199,0.054849,2.194e-06,6.246889e-07
0.00028,0.0077686,0.0546262,2.185e-06,6.239479e-07
0.000281,0.0079174,0.0544033,2.1761e-06,6.23207e-07
0.000282,0.0080661,0.0541805,2.1672e-06,6.224661e-07
0.000283,0.0082149,0.0539577,2.1583e-06,6.217251e-07
0.000284,0.0083636,0.0537348,2.1494e-06,6.209842e-07
0.000285,0.0085123,0.053512,2.1405e-06,6.202432e-07
0.000286,0.0086611,0.0532892,2.1316e-06,6.195023e-07
0.000287,0.0088098,0.0530663,2.1227e-06,6.187614e-07
0.000288,0.0089586,0.0528435,2.1137e-06,6.180204e-07
0.000289,0.0091073,0.0526206,2.1048e-06,6.172795e-07
0.00029,0.009256,0.0523978,2.0959e-06,6.165386e-07
0.000291,0.0094048,0.052175,2.087e-06,6.157976e-07
0.000292,0.0095535,0.0519521,2.0781e-06,6.150567e-07
0.000293,0.0097023,0.0517293,2.0692e-06,6.143157e-07
0.000294,0.009851,0.0515065,2.0603e-06,6.135748e-07
0.000295,0.0099998,0.0512836,2.0513e-06,6.128339e-07
0.000296,0.0101485,0.0510608,2.0424e-06,6.120929e-07
0.000297,0.0102972,0.050838,2.0335e-06,6.11352e-07
0.000298,0.010446,0.0506151,2.0246e-06,6.106111e-07
0.000299,0.0105947,0.0503923,2.0157e-06,6.098701e-07
0.0003,0.0107435,0.0501695,2.0068e-06,6.091292e-07
0.000301,0.0109745,0.0381159,0.0001215246,4.90904e-07
0.000302,0.0112916,0.0278544,0.0001211142,3.914597e-07
0.000303,0.0117066,0.0245056,0.0001209802,3.621213e-07
0.000304,0.0121216,0.0211567,0.0001208463,3.327829e-07
0.000305,0.0125366,0.0178079,0.0001207123,3.034445e-07
0.000306,0.0129175,0.0172121,0.0001206885,3.01296e-07
0.000307,0.0132273,0.0223689,0.0001208948,3.559621e-07
0.000308,0.0135372,0.0275257,0.000121101,4.106283e-07
0.000309,0.013847,0.0326824,0.0001213073,4.652944e-07
0.00031,0.0141568,0.0378392,0.0001215136,5.199605e-07
0.000311,0.0144667,0.042996,0.0001217198,5.746266e-07
0.000312,0.0145835,0.0478659,0.0001219146,6.24494e-07
0.000313,0.0145553,0.0525204,0.0001221008,6.707563e-07
0.000314,0.0145271,0.0571748,0.000122287,7.170186e-07
0.000315,0.0144989,0.0618292,0.0001224732,7.632808e-07
0.000316,0.0144707,0.0664836,0.0001226593,8.095431e-07
0.000317,0.0144425,0.0711381,0.0001228455,8.558054e-07
0.000318,0.0144143,0.0757925,0.0001230317,9.020677e-07
0.000319,0.0143861,0.0804469,0.0001232179,9.483299e-07
0.00032,0.0140989,0.084677,0.0001233871,9.877583e-07
0.000321,0.0137146,0.088748,0.0001235499,1.0246e-06
0.000322,0.0133304,0.092819,0.0001237128,1.0615e-06
0.000323,0.0129462,0.09689,0.0001238756,1.0984e-06
0.000324,0.012562,0.100961,0.0001240384,1.1352e-06
0.000325,0.0121778,0.105032,0.0001242013,1.1721e-06
0.000326,0.0117936,0.109103,0.0001243641,1.209e-06
0.000327,0.0114093,0.113174,0.000124527,1.2458e-06
0.000328,0.0110251,0.117245,0.0001246898,1.2827e-06
0.000329,0.0106409,0.121316,0.0001248526,1.3196e-06
0.00033,0.0100125,0.1249108,0.0001249964,1.3492e-06
0.000331,0.0092648,0.1282731,0.0001251309,1.3754e-06
0.000332,0.0085171,0.1316354,0.0001252654,1.4015e-06
0.000333,0.0077694,0.1349976,0.0001253999,1.4277e-06
0.000334,0.0070217,0.1383599,0.0001255344,1.4538e-06
0.000335,0.006274,0.1417222,0.0001256689,1.48e-06
0.000336,0.0055263,0.1450845,0.0001258034,1.5061e-06
0.000337,0.0047786,0.1484468,0.0001259379,1.5323e-06
0.000338,0.0039395,0.1515777,0.0001260631,1.5552e-06
0.000339,0.0030462,0.1545714,0.0001261829,1.5762e-06
0.00034,0.0021528,0.1575651,0.0001263026,1.5972e-06
0.000341,0.0012595,0.1605588,0.0001264224,1.6182e-06
0.000342,0.0003661059,0.1635524,0.0001265421,1.6392e-06
0.000343,0.0005272535,0.1665461,0.0001266618,1.6602e-06
0.000344,0.0014206,0.1695398,0.0001267816,1.6812e-06
0.000345,0.002314,0.1725335,0.0001269013,1.7022e-06
0.000346,0.0032073,0.1755271,0.0001270211,1.7232e-06
0.000347,0.0041007,0.1785208,0.0001271408,1.7442e-06
0.000348,0.0049941,0.1815145,0.0001272606,1.7652e-06
0.000349,0.0058874,0.1845082,0.0001273803,1.7862e-06
0.00035,0.0067808,0.1875019,0.0001275001,1.8072e-06
0.000351,0.0076741,0.1904955,0.0001276198,1.8282e-06
0.000352,0.0085675,0.1934892,0.0001277396,1.8492e-06
0.000353,0.0094608,0.1964829,0.0001278593,1.8702e-06
0.000354,0.0103542,0.1994766,0.0001279791,1.8912e-06
0.000355,0.1192848,0.2017823,0.0001280713,3.2107e-06
0.000356,0.2596807,0.2040314,0.0001281613,4.6371e-06
0.000357,0.3924761,0.2061927,0.0001282477,5.9867e-06
0.000358,0.4968554,0.2082215,0.0001283289,7.0508e-06
0.000359,0.552411,0.2100528,0.0001284021,7.6246e-06
0.00036,0.6079666,0.2118841,0.0001284754,8.1985e-06
0.000361,0.6635222,0.2137154,0.0001285486,8.7724e-06
0.000362,0.7190778,0.2155466,0.0001286219,9.3462e-06
0.000363,0.7216264,0.2171998,0.000128688,9.3883e-06
0.000364,0.712439,0.2188135,0.0001287525,9.3125e-06
0.000365,0.7032516,0.2204272,0.0001288171,9.2368e-06
0.000366,0.6940642,0.222041,0.0001288816,9.1611e-06
0.000367,0.685178,0.2235956,0.0001289438,9.0877e-06
0.000368,0.6763312,0.2251425,0.0001290057,9.0147e-06
0.000369,0.6674843,0.2266894,0.0001290676,8.9417e-06
0.00037,0.6586375,0.2282363,0.0001291295,8.8687e-06
0.000371,0.6497906,0.2297832,0.0001291913,8.7957e-06
0.000372,0.6412043,0.2312795,0.0001292512,8.7248e-06
0.000373,0.6327269,0.2327548,0.0001293102,8.6548e-06
0.000374,0.6242495,0.23423,0.0001293692,8.5848e-06
0.000375,0.6157721,0.2357053,0.0001294282,8.5148e-06
0.000376,0.6072947,0.2371805,0.0001294872,8.4448e-06
0.000377,0.5992918,0.2385662,0.0001295426,8.3786e-06
0.000378,0.5915245,0.2399075,0.0001295963,8.3143e-06
0.000379,0.5837573,0.2412488,0.00012965,8.2501e-06
0.00038,0.5759901,0.24259,0.0001297036,8.1858e-06
0.000381,0.5682229,0.2439313,0.0001297573,8.1215e-06
0.000382,0.5604556,0.2452726,0.0001298109,8.0573e-06
0.000383,0.5526884,0.2466138,0.0001298646,7.993e-06
0.000384,0.5449212,0.2479551,0.0001299182,7.9288e-06
0.000385,0.537154,0.2492964,0.0001299719,7.8645e-06
0.000386,0.5293867,0.2506376,0.0001300255,7.8002e-06
0.000387,0.5216195,0.2519789,0.0001300792,7.736e-06
0.000388,0.5138523,0.2533202,0.0001301328,7.6717e-06
0.000389,0.5060851,0.2546614,0.0001301865,7.6075e-06
0.00039,0.4983178,0.2560027,0.0001302401,7.5432e-06
0.000391,0.4905506,0.257344,0.0001302938,7.4789e-06
0.000392,0.4827834,0.2586853,0.0001303474,7.4147e-06
0.000393,0.4760635,0.2598415,0.0001303937,7.3591e-06
0.000394,0.4702019,0.2608461,0.0001304338,7.3105e-06
0.000395,0.4643403,0.2618508,0.000130474,7.2619e-06
0.000396,0.4584788,0.2628554,0.0001305142,7.2133e-06
0.000397,0.4526172,0.26386,0.0001305544,7.1648e-06
0.000398,0.4467556,0.2648647,0.0001305946,7.1162e-06
0.000399,0.440894,0.2658693,0.0001306348,7.0676e-06
0.0004,0.4350324,0.2668739,0.000130675,7.0191e-06
0.000401,0.4291708,0.2678785,0.0001307151,6.9705e-06
0.000402,0.4233093,0.2688832,0.0001307553,6.9219e-06
0.000403,0.4174477,0.2698878,0.0001307955,6.8734e-06
0.000404,0.4115861,0.2708924,0.0001308357,6.8248e-06
0.000405,0.4057245,0.2718971,0.0001308759,6.7762e-06
0.000406,0.3998629,0.2729017,0.0001309161,6.7276e-06
0.000407,0.3940014,0.2739063,0.0001309563,6.6791e-06
0.000408,0.3881398,0.274911,0.0001309964,6.6305e-06
0.000409,0.3822782,0.2759156,0.0001310366,6.5819e-06
0.00041,0.3764166,0.2769202,0.0001310768,6.5334e-06
0.000411,0.370555,0.2779248,0.000131117,6.4848e-06
0.000412,0.3646934,0.2789295,0.0001311572,6.4362e-06
0.000413,0.3588319,0.2799341,0.0001311974,6.3877e-06
0.000414,0.3529703,0.2809387,0.0001312375,6.3391e-06
0.000415,0.3471087,0.2819434,0.0001312777,6.2905e-06
0.000416,0.3412471,0.282948,0.0001313179,6.242e-06
0.000417,0.3353855,0.2839526,0.0001313581,6.1934e-06
0.000418,0.329524,0.2849573,0.0001313983,6.1448e-06
0.000419,0.3236624,0.2859619,0.0001314385,6.0962e-06
0.00042,0.3178008,0.2869665,0.0001314787,6.0477e-06
0.000421,0.3119392,0.2879711,0.0001315188,5.9991e-06
0.000422,0.3060776,0.2889758,0.000131559,5.9505e-06
0.000423,0.300216,0.2899804,0.0001315992,5.902e-06
0.000424,0.2943545,0.290985,0.0001316394,5.8534e-06
0.000425,0.2884929,0.2919897,0.0001316796,5.8048e-06
0.000426,0.2826313,0.2929943,0.0001317198,5.7563e-06
0.000427,0.2767697,0.2939989,0.00013176,5.7077e-06
0.000428,0.2709081,0.2950036,0.0001318001,5.6591e-06
0.000429,0.2650465,0.2960082,0.0001318403,5.6105e-06
0.00043,0.259185,0.2970128,0.0001318805,5.562e-06
0.000431,0.2533234,0.2980175,0.0001319207,5.5134e-06
0.000432,0.2474618,0.2990221,0.0001319609,5.4648e-06
0.000433,0.2416002,0.3000267,0.0001320011,5.4163e-06
0.000434,0.2357386,0.3010313,0.0001320413,5.3677e-06
0.000435,0.2298771,0.302036,0.0001320814,5.3191e-06
0.000436,0.2240155,0.3030406,0.0001321216,5.2706e-06
0.000437,0.2181539,0.3040452,0.0001321618,5.222e-06
0.000438,0.2122923,0.3050499,0.000132202,5.1734e-06
0.000439,0.2064307,0.3060545,0.0001322422,5.1249e-06
0.00044,0.2005691,0.3070591,0.0001322824,5.0763e-06
0.000441,0.1947076,0.3080638,0.0001323226,5.0277e-06
0.000442,0.188846,0.3090684,0.0001323627,4.9791e-06
0.000443,0.1829844,0.310073,0.0001324029,4.9306e-06
0.000444,0.1771228,0.3110776,0.0001324431,4.882e-06
0.000445,0.1731327,0.3117673,0.0001324707,4.849e-06
0.000446,0.1691998,0.3124474,0.0001324979,4.8165e-06
0.000447,0.1652669,0.3131275,0.0001325251,4.7839e-06
0.000448,0.161334,0.3138076,0.0001325523,4.7514e-06
0.000449,0.1574011,0.3144877,0.0001325795,4.7189e-06
0.00045,0.1534682,0.3151678,0.0001326067,4.6864e-06
0.000451,0.1495352,0.3158478,0.0001326339,4.6538e-06
0.000452,0.1456023,0.3165279,0.0001326611,4.6213e-06
0.000453,0.1416694,0.317208,0.0001326883,4.5888e-06
0.000454,0.1377365,0.3178881,0.0001327155,4.5562e-06
0.000455,0.1338036,0.3185682,0.0001327427,4.5237e-06
0.000456,0.1298706,0.3192482,0.0001327699,4.4912e-06
0.000457,0.1259377,0.3199283,0.0001327971,4.4587e-06
0.000458,0.1220048,0.3206084,0.0001328243,4.4261e-06
0.000459,0.1183607,0.3212445,0.0001328498,4.3961e-06
0.00046,0.1147247,0.3218794,0.0001328752,4.366e-06
0.000461,0.1110887,0.3225143,0.0001329006,4.336e-06
0.000462,0.1074527,0.3231491,0.000132926,4.306e-06
0.000463,0.1038167,0.323784,0.0001329514,4.276e-06
0.000464,0.1001807,0.3244189,0.0001329768,4.246e-06
0.000465,0.0965447,0.3250538,0.0001330022,4.216e-06
0.000466,0.0929087,0.3256887,0.0001330275,4.186e-06
0.000467,0.0892727,0.3263235,0.0001330529,4.156e-06
0.000468,0.0856367,0.3269584,0.0001330783,4.126e-06
0.000469,0.0820007,0.3275933,0.0001331037,4.0959e-06
0.00047,0.0783647,0.3282282,0.0001331291,4.0659e-06
0.000471,0.0747287,0.328863,0.0001331545,4.0359e-06
0.000472,0.0710927,0.3294979,0.0001331799,4.0059e-06
0.000473,0.0674567,0.3301328,0.0001332053,3.9759e-06
